测试套/软件包名,测试用例名,状态,日志文件,原因
,oe_test_FSIO_mount_ext3_ro,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext3_ro/2023-09-01-15_23_08.log)),x86 fail
,oe_test_FSIO_mount_ext3_rw,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext3_rw/2023-09-01-15_38_44.log)),x86 fail
,oe_test_FSIO_mount_ext3_setErrors,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext3_setErrors/2023-09-01-15_38_11.log)),x86 fail
,oe_test_FSIO_mount_ext3_sync,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext3_sync/2023-09-01-15_36_20.log)),x86 fail
,oe_test_FSIO_mount_ext3_to_ext4,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext3_to_ext4/2023-09-01-15_22_14.log)),x86 fail
,oe_test_FSIO_mount_ext4_block_validity,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_block_validity/2023-09-01-15_34_46.log)),x86 fail
,oe_test_FSIO_mount_ext4_delalloc,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_delalloc/2023-09-01-15_36_04.log)),x86 fail
,oe_test_FSIO_mount_ext4_discard,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_discard/2023-09-01-15_34_05.log)),x86 fail
,oe_test_FSIO_mount_ext4_noblock_validity,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_noblock_validity/2023-09-01-15_20_12.log)),x86 fail
,oe_test_FSIO_mount_ext4_nodiscard,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_nodiscard/2023-09-01-15_20_47.log)),x86 fail
,oe_test_FSIO_mount_ext4_ro,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_ro/2023-09-01-15_20_20.log)),x86 fail
,oe_test_FSIO_mount_ext4_rw,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_rw/2023-09-01-15_18_16.log)),x86 fail
,oe_test_FSIO_mount_ext4_setErrors,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_setErrors/2023-09-01-15_36_54.log)),x86 fail
,oe_test_FSIO_mount_ext4_sync,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_ext4_sync/2023-09-01-15_23_47.log)),x86 fail
,oe_test_FSIO_mount_nonempty_dir,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_nonempty_dir/2023-09-01-15_18_37.log)),x86 fail
,oe_test_FSIO_mount_reboot,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_reboot/2023-09-01-15_38_21.log)),x86 fail
,oe_test_FSIO_mount_remount,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_remount/2023-09-01-15_38_58.log)),x86 fail
,oe_test_FSIO_mount_umount_ext3,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_umount_ext3/2023-09-01-15_22_23.log)),x86 fail
,oe_test_FSIO_mount_umount_ext4,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_umount_ext4/2023-09-01-15_33_53.log)),x86 fail
,oe_test_FSIO_mount_umount_xfs,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_umount_xfs/2023-09-01-15_19_37.log)),x86 fail
,oe_test_FSIO_mount_xfs_dax,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_xfs_dax/2023-09-01-15_33_06.log)),x86 fail
,oe_test_FSIO_mount_xfs_discard,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_xfs_discard/2023-09-01-15_37_04.log)),x86 fail
,oe_test_FSIO_mount_xfs_nodiscard,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_xfs_nodiscard/2023-09-01-15_20_55.log)),x86 fail
,oe_test_FSIO_mount_xfs_ro,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_xfs_ro/2023-09-01-15_32_57.log)),x86 fail
,oe_test_FSIO_mount_xfs_rw,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_xfs_rw/2023-09-01-15_36_12.log)),x86 fail
,oe_test_FSIO_mount_xfs_sync,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_xfs_sync/2023-09-01-15_34_54.log)),x86 fail
,oe_test_FSIO_mount_xfs_xfsrestore,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mount_xfs_xfsrestore/2023-09-01-15_18_52.log)),x86 fail
,oe_test_FSIO_mv_rm_mount,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_mv_rm_mount/2023-09-01-15_35_33.log)),x86 fail
,oe_test_FSIO_remkfs,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_remkfs/2023-09-01-15_22_35.log)),x86 fail
,oe_test_FSIO_umount_busy,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_umount_busy/2023-09-01-15_35_15.log)),x86 fail
,oe_test_FSIO_umount_by_openfile,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_umount_by_openfile/2023-09-01-15_23_31.log)),x86 fail
,oe_test_FSIO_xfs_resize2fs,same,[log]([log](./mugen-riscv/logs/FS_FileSystem/oe_test_FSIO_xfs_resize2fs/2023-09-01-15_35_48.log)),x86 fail
amanda,oe_test_amanda_dump,same,[log]([log](./mugen-riscv/logs/amanda/oe_test_amanda_dump/2023-08-31-03_45_27.log)),x86 fail
audit,oe_test_audit_ausearch,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_ausearch/2023-08-31-16_37_38.log)),x86 fail
,oe_test_audit_available_disk_space,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_available_disk_space/2023-08-31-16_30_40.log)),x86 fail
,oe_test_audit_count_number_of_event,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_count_number_of_event/2023-08-31-16_20_00.log)),x86 fail
,oe_test_audit_count_time,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_count_time/2023-08-31-16_19_51.log)),x86 fail
,oe_test_audit_event_log,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_event_log/2023-08-31-16_36_53.log)),x86 fail
,oe_test_audit_fetch_file_in_order,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_fetch_file_in_order/2023-08-31-16_18_57.log)),x86 fail
,oe_test_audit_max_log_file_ignore,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_max_log_file_ignore/2023-08-31-16_22_07.log)),x86 fail
,oe_test_audit_max_log_file_keep_logs,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_max_log_file_keep_logs/2023-08-31-16_29_56.log)),x86 fail
,oe_test_audit_max_log_file_rotate,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_max_log_file_rotate/2023-08-31-16_21_25.log)),x86 fail
,oe_test_audit_max_log_file_suspend,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_max_log_file_suspend/2023-08-31-16_28_52.log)),x86 fail
,oe_test_audit_max_log_file_syslog,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_max_log_file_syslog/2023-08-31-16_27_48.log)),x86 fail
,oe_test_audit_monitor_dictionary_access,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_monitor_dictionary_access/2023-08-31-16_15_51.log)),x86 fail
,oe_test_audit_monitor_do_command,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_monitor_do_command/2023-08-31-16_16_22.log)),x86 fail
,oe_test_audit_monitor_file_access,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_monitor_file_access/2023-08-31-15_45_45.log)),x86 fail
,oe_test_audit_monitor_network_visit,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_monitor_network_visit/2023-08-31-16_17_06.log)),x86 fail
,oe_test_audit_monitor_system_use,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_monitor_system_use/2023-08-31-16_16_05.log)),x86 fail
,oe_test_audit_other,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_other/2023-08-31-16_37_06.log)),x86 fail
,oe_test_audit_rule_conflict_strategy,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_rule_conflict_strategy/2023-08-31-16_18_27.log)),x86 fail
,oe_test_audit_rule_contact_strategy,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_rule_contact_strategy/2023-08-31-16_17_55.log)),x86 fail
,oe_test_audit_rule_fetch_from_rule,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_rule_fetch_from_rule/2023-08-31-16_18_47.log)),x86 fail
,oe_test_audit_show_event_list,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_show_event_list/2023-08-31-16_20_10.log)),x86 fail
,oe_test_audit_track_designated_access,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_track_designated_access/2023-08-31-16_17_20.log)),x86 fail
,oe_test_audit_use_d_audit,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_use_d_audit/2023-08-31-16_17_31.log)),x86 fail
,oe_test_audit_use_w_audit,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_use_w_audit/2023-08-31-16_17_44.log)),x86 fail
,oe_test_audit_user_build_connection,same,[log]([log](./mugen-riscv/logs/audit/oe_test_audit_user_build_connection/2023-08-31-16_20_22.log)),x86 fail
,oe_test_aulastlog,same,[log]([log](./mugen-riscv/logs/audit/oe_test_aulastlog/2023-08-31-16_38_00.log)),x86 fail
,oe_test_inject_time_fault,same,[log]([log](./mugen-riscv/logs/audit/oe_test_inject_time_fault/2023-08-31-16_35_01.log)),x86 fail
,oe_test_service_auditd,same,[log]([log](./mugen-riscv/logs/audit/oe_test_service_auditd/2023-08-31-16_36_15.log)),x86 fail
,oe_test_start_audit,same,[log]([log](./mugen-riscv/logs/audit/oe_test_start_audit/2023-08-31-16_37_25.log)),x86 fail
chrpath,oe_test_chrpath,same,[log]([log](./mugen-riscv/logs/chrpath/oe_test_chrpath/2023-08-31-13_40_19.log)),x86 fail
clevis,oe_test_high_nbde,same,[log]([log](./mugen-riscv/logs/clevis/oe_test_high_nbde/2023-09-02-13_06_38.log)),x86 fail
,oe_test_service_clevis-luks-askpass,same,[log]([log](./mugen-riscv/logs/clevis/oe_test_service_clevis-luks-askpass/2023-09-02-13_04_44.log)),x86 fail
cmake,oe_test_ccmake,same,[log]([log](./mugen-riscv/logs/cmake/oe_test_ccmake/2023-08-31-03_31_30.log)),x86 fail
,oe_test_ccmake3,same,[log]([log](./mugen-riscv/logs/cmake/oe_test_ccmake3/2023-08-31-03_33_19.log)),x86 fail
crontabs,oe_test_crontabs,same,[log]([log](./mugen-riscv/logs/crontabs/oe_test_crontabs/2023-09-03-03_42_02.log)),x86 fail
dbxtool,oe_test_service_dbxtool,diff,[log]([log](./mugen-riscv/logs/dbxtool/oe_test_service_dbxtool/2023-09-03-03_43_28.log)),x86 fail
dmidecode,oe_test_dmidecode,same,[log]([log](./mugen-riscv/logs/dmidecode/oe_test_dmidecode/2023-08-31-13_46_44.log)),x86 fail
ebtables,oe_test_service_ebtables,same,[log]([log](./mugen-riscv/logs/ebtables/oe_test_service_ebtables/2023-08-31-13_49_25.log)),x86 fail
freeradius,oe_test_freeradius_freeradius-utils_radlast,same,[log]([log](./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radlast/2023-09-02-00_19_53.log)),x86 fail
,oe_test_freeradius_freeradius-utils_radsniff,same,[log]([log](./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radsniff/2023-09-02-00_38_20.log)),x86 fail
,oe_test_freeradius_freeradius-utils_radsniff2,same,[log]([log](./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radsniff2/2023-09-02-01_08_39.log)),x86 fail
,oe_test_freeradius_freeradius-utils_radtestAndRadwho,same,[log]([log](./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radtestAndRadwho/2023-09-02-01_14_05.log)),x86 fail
hostname,oe_test_service_nis-domainname,same,[log]([log](./mugen-riscv/logs/hostname/oe_test_service_nis-domainname/2023-08-31-13_56_55.log)),x86 fail
initscripts,oe_test_service_netconsole,same,[log]([log](./mugen-riscv/logs/initscripts/oe_test_service_netconsole/2023-09-01-23_24_35.log)),x86 fail
ipmitool,oe_test_service_bmc-snmp-proxy,same,[log]([log](./mugen-riscv/logs/ipmitool/oe_test_service_bmc-snmp-proxy/2023-08-31-11_58_18.log)),x86 fail
,oe_test_service_exchange-bmc-os-info,same,[log]([log](./mugen-riscv/logs/ipmitool/oe_test_service_exchange-bmc-os-info/2023-08-31-11_59_58.log)),x86 fail
,oe_test_service_ipmievd,same,[log]([log](./mugen-riscv/logs/ipmitool/oe_test_service_ipmievd/2023-08-31-12_01_24.log)),x86 fail
ipset,oe_test_service_ipset,same,[log]([log](./mugen-riscv/logs/ipset/oe_test_service_ipset/2023-08-31-12_36_07.log)),x86 fail
iputils,oe_test_service_ninfod,same,[log]([log](./mugen-riscv/logs/iputils/oe_test_service_ninfod/2023-08-31-03_38_16.log)),x86 fail
,oe_test_service_rdisc,same,[log]([log](./mugen-riscv/logs/iputils/oe_test_service_rdisc/2023-08-31-03_39_09.log)),x86 fail
ipvsadm,oe_test_ipvs_ADD_01,same,[log]([log](./mugen-riscv/logs/ipvsadm/oe_test_ipvs_ADD_01/2023-09-01-23_04_37.log)),x86 fail
,oe_test_ipvs_DEL_01,same,[log]([log](./mugen-riscv/logs/ipvsadm/oe_test_ipvs_DEL_01/2023-09-01-23_06_39.log)),x86 fail
,oe_test_ipvs_MOD_01,same,[log]([log](./mugen-riscv/logs/ipvsadm/oe_test_ipvs_MOD_01/2023-09-01-23_08_44.log)),x86 fail
keepalived,oe_test_service_keepalived,diff,[log]([log](./mugen-riscv/logs/keepalived/oe_test_service_keepalived/2023-08-31-13_59_04.log)),服务未执行其单元配置所需的步骤
kexec-tools,oe_test_service_kdump,same,[log]([log](./mugen-riscv/logs/kexec-tools/oe_test_service_kdump/2023-09-03-16_44_52.log)),x86 fail
keyutils,oe_test_keyutils-api,same,[log]([log](./mugen-riscv/logs/keyutils/oe_test_keyutils-api/2023-09-02-19_18_45.log)),x86 fail
kmod,oe_test_depmod,same,[log]([log](./mugen-riscv/logs/kmod/oe_test_depmod/2023-08-31-03_48_53.log)),x86 fail
,oe_test_insmod-lsmod,same,[log]([log](./mugen-riscv/logs/kmod/oe_test_insmod-lsmod/2023-08-31-03_50_46.log)),x86 fail
,oe_test_modinfo,same,[log]([log](./mugen-riscv/logs/kmod/oe_test_modinfo/2023-08-31-03_51_14.log)),x86 fail
,oe_test_modprobe,same,[log]([log](./mugen-riscv/logs/kmod/oe_test_modprobe/2023-08-31-03_51_23.log)),x86 fail
libosinfo,oe_test_osinfo-db-import,same,[log]([log](./mugen-riscv/logs/libosinfo/oe_test_osinfo-db-import/2023-08-31-21_44_40.log)),x86 fail
,oe_test_osinfo-detect,same,[log]([log](./mugen-riscv/logs/libosinfo/oe_test_osinfo-detect/2023-08-31-21_40_44.log)),x86 fail
libtiff,oe_test_libtiff,same,[log]([log](./mugen-riscv/logs/libtiff/oe_test_libtiff/2023-09-03-22_37_23.log)),x86 fail
lm_sensors,oe_test_service_fancontrol,same,[log]([log](./mugen-riscv/logs/lm_sensors/oe_test_service_fancontrol/2023-08-31-11_58_20.log)),x86 fail
,oe_test_service_lm_sensors,same,[log]([log](./mugen-riscv/logs/lm_sensors/oe_test_service_lm_sensors/2023-08-31-11_59_29.log)),x86 fail
lvm2,oe_test_lvm2_pvcreate_001,same,[log]([log](./mugen-riscv/logs/lvm2/oe_test_lvm2_pvcreate_001/2023-08-31-17_20_32.log)),x86 fail
,oe_test_lvm2_pvcreate_002,same,[log]([log](./mugen-riscv/logs/lvm2/oe_test_lvm2_pvcreate_002/2023-08-31-17_19_45.log)),x86 fail
,oe_test_lvm2_pvmove_001,same,[log]([log](./mugen-riscv/logs/lvm2/oe_test_lvm2_pvmove_001/2023-08-31-17_20_57.log)),x86 fail
,oe_test_lvm2_pvmove_002,same,[log]([log](./mugen-riscv/logs/lvm2/oe_test_lvm2_pvmove_002/2023-08-31-17_23_45.log)),x86 fail
,oe_test_lvm2_pvresize_001,same,[log]([log](./mugen-riscv/logs/lvm2/oe_test_lvm2_pvresize_001/2023-08-31-17_20_08.log)),x86 fail
,oe_test_service_lvm2-monitor,same,[log]([log](./mugen-riscv/logs/lvm2/oe_test_service_lvm2-monitor/2023-08-31-17_16_39.log)),x86 fail
lxc,oe_test_lxc_autostart_cgroup,diff,[log]([log](./mugen-riscv/logs/lxc/oe_test_lxc_autostart_cgroup/2023-09-02-00_02_20.log)),Received container state "ABORTING" instead of "RUNNING"
,oe_test_lxc_create_attach,diff,[log]([log](./mugen-riscv/logs/lxc/oe_test_lxc_create_attach/2023-09-01-23_44_15.log)),Received container state "ABORTING" instead of "RUNNING"
,oe_test_lxc_device_copy,diff,[log]([log](./mugen-riscv/logs/lxc/oe_test_lxc_device_copy/2023-09-02-00_07_30.log)),Received container state "ABORTING" instead of "RUNNING"
,oe_test_lxc_info,diff,[log]([log](./mugen-riscv/logs/lxc/oe_test_lxc_info/2023-09-02-00_37_44.log)),Received container state "ABORTING" instead of "RUNNING"
,oe_test_lxc_ls_monitor,diff,[log]([log](./mugen-riscv/logs/lxc/oe_test_lxc_ls_monitor/2023-09-01-23_49_24.log)),Received container state "ABORTING" instead of "RUNNING"
,oe_test_lxc_snapshot_start,diff,[log]([log](./mugen-riscv/logs/lxc/oe_test_lxc_snapshot_start/2023-09-02-00_12_34.log)),Received container state "ABORTING" instead of "RUNNING"
,oe_test_lxc_stop_top,diff,[log]([log](./mugen-riscv/logs/lxc/oe_test_lxc_stop_top/2023-09-02-00_32_46.log)),Received container state "ABORTING" instead of "RUNNING"
,oe_test_lxc_unfreeze_destroy,diff,[log]([log](./mugen-riscv/logs/lxc/oe_test_lxc_unfreeze_destroy/2023-09-01-23_56_00.log)),Received container state "ABORTING" instead of "RUNNING"
mtx,oe_test_mtx_loaderinfo,same,[log]([log](./mugen-riscv/logs/mtx/oe_test_mtx_loaderinfo/2023-08-31-05_01_28.log)),x86 fail
,oe_test_mtx_mtx,same,[log]([log](./mugen-riscv/logs/mtx/oe_test_mtx_mtx/2023-08-31-05_03_25.log)),x86 fail
,oe_test_mtx_scsieject,same,[log]([log](./mugen-riscv/logs/mtx/oe_test_mtx_scsieject/2023-08-31-05_04_32.log)),x86 fail
,oe_test_mtx_scsitape,same,[log]([log](./mugen-riscv/logs/mtx/oe_test_mtx_scsitape/2023-08-31-05_05_30.log)),x86 fail
,oe_test_mtx_tapeinfo,same,[log]([log](./mugen-riscv/logs/mtx/oe_test_mtx_tapeinfo/2023-08-31-05_02_28.log)),x86 fail
ndisc6,oe_test_ndisc6_name2addr,same,[log]([log](./mugen-riscv/logs/ndisc6/oe_test_ndisc6_name2addr/2023-09-01-20_39_51.log)),x86 fail
,oe_test_ndisc6_rdisc6,same,[log]([log](./mugen-riscv/logs/ndisc6/oe_test_ndisc6_rdisc6/2023-09-01-20_39_10.log)),x86 fail
net-snmp,oe_test_net-snmp_01,same,[log]([log](./mugen-riscv/logs/net-snmp/oe_test_net-snmp_01/2023-08-31-12_01_26.log)),x86 fail
,oe_test_net-snmp_02,same,[log]([log](./mugen-riscv/logs/net-snmp/oe_test_net-snmp_02/2023-08-31-12_02_30.log)),x86 fail
nftables,oe_test_nftables_variable_map,same,[log]([log](./mugen-riscv/logs/nftables/oe_test_nftables_variable_map/2023-09-01-20_00_30.log)),x86 fail
open-iscsi,oe_test_open-iscsi_iscsiadm,same,[log]([log](./mugen-riscv/logs/open-iscsi/oe_test_open-iscsi_iscsiadm/2023-08-31-04_14_47.log)),x86 fail
,oe_test_open-iscsi_iscsistart_iscsiuio,same,[log]([log](./mugen-riscv/logs/open-iscsi/oe_test_open-iscsi_iscsistart_iscsiuio/2023-08-31-04_16_07.log)),x86 fail
,oe_test_service_iscsiuio,same,[log]([log](./mugen-riscv/logs/open-iscsi/oe_test_service_iscsiuio/2023-08-31-04_19_40.log)),x86 fail
,oe_test_socket_iscsiuio,same,[log]([log](./mugen-riscv/logs/open-iscsi/oe_test_socket_iscsiuio/2023-08-31-04_22_04.log)),x86 fail
openssh,oe_test_openssh_port,diff,[log]([log](./mugen-riscv/logs/openssh/oe_test_openssh_port/2023-09-01-17_32_28.log)),Failed in remote CMD operation:1
,oe_test_sec_ssh,same,[log]([log](./mugen-riscv/logs/openssh/oe_test_sec_ssh/2023-09-01-17_32_42.log)),x86 fail
openssl,oe_test_openssl_DSA_algorithm,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_DSA_algorithm/2023-09-01-21_19_16.log)),x86 fail
,oe_test_openssl_Diffie_Hellman,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_Diffie_Hellman/2023-09-01-21_16_43.log)),x86 fail
,oe_test_openssl_Implements_https,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_Implements_https/2023-09-01-21_30_13.log)),x86 fail
,oe_test_openssl_RSA_algorithm,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_RSA_algorithm/2023-09-01-22_03_10.log)),x86 fail
,oe_test_openssl_create_CA_applying_certificate,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_create_CA_applying_certificate/2023-09-01-21_08_47.log)),x86 fail
,oe_test_openssl_delete_configuration_file,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_delete_configuration_file/2023-09-01-21_12_48.log)),x86 fail
,oe_test_openssl_empty_private_key,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_empty_private_key/2023-09-01-21_20_20.log)),x86 fail
,oe_test_openssl_empty_public_key,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_empty_public_key/2023-09-01-21_20_59.log)),x86 fail
,oe_test_openssl_encrypt_decrypt_file_asymmetrically,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_encrypt_decrypt_file_asymmetrically/2023-09-01-21_21_43.log)),x86 fail
,oe_test_openssl_encrypte_decrypte_emails,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_encrypte_decrypte_emails/2023-09-01-21_22_26.log)),x86 fail
,oe_test_openssl_expired_certificate,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_expired_certificate/2023-09-01-21_23_34.log)),x86 fail
,oe_test_openssl_file_signature_verification,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_file_signature_verification/2023-09-01-21_27_33.log)),x86 fail
,oe_test_openssl_generate_key_pair,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_generate_key_pair/2023-09-01-21_28_30.log)),x86 fail
,oe_test_openssl_generate_password,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_generate_password/2023-09-01-21_28_59.log)),x86 fail
,oe_test_openssl_incorrect_public_private_key,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_incorrect_public_private_key/2023-09-01-21_34_21.log)),x86 fail
,oe_test_openssl_rc4_encryption_file,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_rc4_encryption_file/2023-09-01-22_06_43.log)),x86 fail
,oe_test_openssl_reliability,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_reliability/2023-09-01-21_38_25.log)),x86 fail
,oe_test_openssl_remove_mod_ssl,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_remove_mod_ssl/2023-09-01-21_42_49.log)),x86 fail
,oe_test_openssl_repeat_restart,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_repeat_restart/2023-09-01-21_50_02.log)),x86 fail
,oe_test_openssl_speed,same,[log]([log](./mugen-riscv/logs/openssl/oe_test_openssl_speed/2023-09-01-22_09_53.log)),x86 fail
openvpn,oe_test_openvpn,diff,[log]([log](./mugen-riscv/logs/openvpn/oe_test_openvpn/2023-09-03-20_11_30.log)),socket.gaierror: [Errno -2] Name or service not known
openvswitch,oe_test_service_openvswitch-ipsec,diff,[log]([log](./mugen-riscv/logs/openvswitch/oe_test_service_openvswitch-ipsec/2023-09-02-11_34_59.log)),Job for ipsec.service failed because the control process exited with error code.
,oe_test_service_ovn-controller-vtep,same,[log]([log](./mugen-riscv/logs/openvswitch/oe_test_service_ovn-controller-vtep/2023-09-02-11_32_36.log)),x86 fail
,oe_test_service_ovn-controller,same,[log]([log](./mugen-riscv/logs/openvswitch/oe_test_service_ovn-controller/2023-09-02-11_29_31.log)),x86 fail
,oe_test_service_ovn-northd,same,[log]([log](./mugen-riscv/logs/openvswitch/oe_test_service_ovn-northd/2023-09-02-11_30_55.log)),x86 fail
